,ID,Gene,Description,Full,Ontology_id,Ontology_term,moduleColor
7179,Xele.ptg000025l.662,HSP17.9-D,NA,18.6 kDa class III heat shock protein,"GO:0005829,GO:0044183,GO:0051082,GO:0006457,GO:0006972,GO:0009408,GO:0042542,GO:0045471,GO:0046685,GO:0046686,GO:0046688""","cytosol,protein folding chaperone,unfolded protein binding,protein folding,hyperosmotic response,response to heat,response to hydrogen peroxide,response to ethanol,response to arsenic-containing substance,response to cadmium ion,response to copper ion",Cluster 3
7180,Xele.ptg000025l.663,ATJ15,NA,DnaJ protein P58IPK homolog A,"GO:0005788,GO:0005886,GO:0009507,GO:0031090,GO:0003729,GO:0005506,GO:0008092,GO:0000740,GO:0009651,GO:0009911,GO:0009958,GO:0010198,GO:0043462,GO:0044794,GO:0051085""","endoplasmic reticulum lumen,plasma membrane,chloroplast,organelle membrane,mRNA binding,iron ion binding,cytoskeletal protein binding,nuclear membrane fusion,response to salt stress,positive regulation of flower development,positive gravitropism,synergid death,regulation of ATP-dependent activity,positive regulation by host of viral process,chaperone cofactor-dependent protein refolding",Cluster 5
7181,Xele.ptg000025l.665,NA,-,NA,NA,NA,Cluster 8
7182,Xele.ptg000025l.666,HEN4,NA,KH domain-containing protein At4g18375,"GO:0048583,GO:0003723,GO:0050794,GO:2000241,GO:0048367,GO:0005737,GO:0006396,GO:0048519,GO:0048580""","regulation of response to stimulus,RNA binding,regulation of cellular process,regulation of reproductive process,shoot system development,cytoplasm,RNA processing,negative regulation of biological process,regulation of post-embryonic development",Cluster 2
7183,Xele.ptg000025l.667,MFDX2,NA,"Adrenodoxin-like protein 2, mitochondrial","GO:0005759,GO:0005515,GO:0046872,GO:0051537,GO:0009102,GO:0048868,GO:0140647""","mitochondrial matrix,protein binding,metal ion binding,2 iron, 2 sulfur cluster binding,biotin biosynthetic process,pollen tube development,P450-containing electron transport chain",Cluster 7
7184,Xele.ptg000025l.672,SAG21,NA,"Protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial","GO:0002831,GO:0006979,GO:0009416,GO:0010033,GO:0010035,GO:0031347,GO:0032101,GO:0051707,GO:1901700,GO:1902074""","regulation of response to biotic stimulus,response to oxidative stress,response to light stimulus,response to organic substance,response to inorganic substance,regulation of defense response,regulation of response to external stimulus,response to other organism,response to oxygen-containing compound,response to salt",Cluster 8
7185,Xele.ptg000025l.675,PME24,NA,Probable pectinesterase/pectinesterase inhibitor 35,"GO:0005737,GO:0005886,GO:0003729,GO:0005515,GO:0030599,GO:0009624,GO:0010043,GO:0010119,GO:0010187,GO:0010468,GO:0045490,GO:0050829,GO:0050832,GO:0051510,GO:0080147","cytoplasm,plasma membrane,mRNA binding,protein binding,pectinesterase activity,response to nematode,response to zinc ion,regulation of stomatal movement,negative regulation of seed germination,regulation of gene expression,pectin catabolic process,defense response to Gram-negative bacterium,defense response to fungus,regulation of unidimensional cell growth,root hair cell development",Cluster 2
7186,Xele.ptg000026l.2,100775505,XP_008795148.3mitogen-activated protein kinase kinase kinase 1,NA,GO:0016740,transferase activity,Cluster 5
7187,Xele.ptg000026l.5,NA,-,NA,NA,NA,Cluster 5
7188,Xele.ptg000026l.7,NA,-,NA,NA,NA,Cluster 1
7189,Xele.ptg000026l.9,CDC2A,NA,Probable serine/threonine-protein kinase At1g09600,"GO:0009574,GO:0009793,GO:0008284,GO:0009615,GO:0000398,GO:0009414,GO:1902806,GO:0009409,GO:0005524,GO:0050792,GO:0016310,GO:0010235,GO:0106310,GO:1902290,GO:2000031,GO:0040020,GO:0008356,GO:0042023,GO:0004674,GO:1900426,GO:0006357,GO:0005515,GO:0010005,GO:0032991,GO:0098725,GO:0032953,GO:0010584,GO:0033206,GO:0010444","preprophase band,embryo development ending in seed dormancy,positive regulation of cell population proliferation,response to virus,mRNA splicing, via spliceosome,response to water deprivation,regulation of cell cycle G1/S phase transition,response to cold,ATP binding,regulation of viral process,phosphorylation,guard mother cell cytokinesis,protein serine kinase activity,positive regulation of defense response to oomycetes,regulation of salicylic acid mediated signaling pathway,regulation of meiotic nuclear division,asymmetric cell division,DNA endoreduplication,protein serine/threonine kinase activity,positive regulation of defense response to bacterium,regulation of transcription by RNA polymerase II,protein binding,cortical microtubule, transverse to long axis,protein-containing complex,symmetric cell division,regulation of (1->3)-beta-D-glucan biosynthetic process,pollen exine formation,meiotic cytokinesis,guard mother cell differentiation",Cluster 2
7190,Xele.ptg000026l.10,GLCAT14A,NA,Beta-glucuronosyltransferase GlcAT14A,"GO:0016020,GO:0015020,GO:0009826","membrane,glucuronosyltransferase activity,unidimensional cell growth",Cluster 5
7191,Xele.ptg000026l.13,ENODL2,NA,Early nodulin-like protein 1,"GO:0032578,GO:0090406,GO:0005179,GO:0007267,GO:0009741,GO:0010469,GO:0019722,GO:0030308,GO:0080092""","aleurone grain membrane,pollen tube,hormone activity,cell-cell signaling,response to brassinosteroid,regulation of signaling receptor activity,calcium-mediated signaling,negative regulation of cell growth,regulation of pollen tube growth",Cluster 5
7192,Xele.ptg000026l.15,At2g34850,NA,"Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1","GO:0005829,GO:0005488,GO:0008460,GO:0008830,GO:0008831,GO:0010280,GO:0010489,GO:0010490,GO:0050377,GO:0005996,GO:0010192,GO:0010253,GO:0010315,GO:0019305,GO:0030154,GO:0042127,GO:0051555,GO:0071555","cytosol,binding,dTDP-glucose 4,6-dehydratase activity,dTDP-4-dehydrorhamnose 3,5-epimerase activity,dTDP-4-dehydrorhamnose reductase activity,UDP-L-rhamnose synthase activity,UDP-4-keto-6-deoxy-glucose-3,5-epimerase activity,UDP-4-keto-rhamnose-4-keto-reductase activity,UDP-glucose 4,6-dehydratase activity,monosaccharide metabolic process,mucilage biosynthetic process,UDP-rhamnose biosynthetic process,auxin export across the plasma membrane,dTDP-rhamnose biosynthetic process,cell differentiation,regulation of cell population proliferation,flavonol biosynthetic process,cell wall organization",Cluster 3
7193,Xele.ptg000026l.21,BBX19,NA,B-box zinc finger protein 22,"GO:1905157,GO:0090351,GO:0000976,GO:0006355,GO:1900458,GO:1902448,GO:0071483,GO:2000306,GO:0005515,GO:0003712,GO:0070370,GO:0010117,GO:0010100""","positive regulation of photosynthesis,seedling development,transcription cis-regulatory region binding,regulation of DNA-templated transcription,negative regulation of brassinosteroid mediated signaling pathway,positive regulation of shade avoidance,cellular response to blue light,positive regulation of photomorphogenesis,protein binding,transcription coregulator activity,cellular heat acclimation,photoprotection,negative regulation of photomorphogenesis",Cluster 7
7194,Xele.ptg000026l.23,RABA1C,NA,Ras-related protein RABB1c,"GO:0090404,GO:0015031,GO:0000139,GO:0005886,GO:0042546,GO:0009733,GO:0005789,GO:0070382,GO:0005525,GO:0006888,GO:0045177,GO:0003924,GO:0005829,GO:0019900,GO:0080092","pollen tube tip,protein transport,Golgi membrane,plasma membrane,cell wall biogenesis,response to auxin,endoplasmic reticulum membrane,exocytic vesicle,GTP binding,endoplasmic reticulum to Golgi vesicle-mediated transport,apical part of cell,GTPase activity,cytosol,kinase binding,regulation of pollen tube growth",Cluster 1
7195,Xele.ptg000026l.26,NIP2-3,NA,Aquaporin NIP1-1,"GO:0005886,GO:0043661,GO:0005515,GO:0015105,GO:0015115,GO:0015129,GO:0015168,GO:0015204,GO:0015250,GO:0046715,GO:0001666,GO:0006833,GO:0009877,GO:0015700,GO:0015708,GO:0015727,GO:0015793,GO:0015840,GO:0031347,GO:0046685,GO:0046713,GO:0080029,GO:0080170""","plasma membrane,peribacteroid membrane,protein binding,arsenite transmembrane transporter activity,silicate transmembrane transporter activity,lactate transmembrane transporter activity,glycerol transmembrane transporter activity,urea transmembrane transporter activity,water channel activity,active borate transmembrane transporter activity,response to hypoxia,water transport,nodulation,arsenite transport,silicic acid import across plasma membrane,lactate transport,glycerol transmembrane transport,urea transport,regulation of defense response,response to arsenic-containing substance,borate transport,cellular response to boron-containing substance levels,hydrogen peroxide transmembrane transport",Cluster 1
7196,Xele.ptg000026l.31,GIL1,F4KGE8.1RecName,Protein GRAVITROPIC IN THE LIGHT 1,NA,NA,Cluster 4
7197,Xele.ptg000026l.32,NA,XP_039143495.1uncharacterized protein LOC120280654,NA,NA,NA,Cluster 2
7198,Xele.ptg000026l.33,LOC110419207,XP_010915488.1uncharacterized protein LOC105040593 isoform X3,NA,GO:0006259,DNA metabolic process,Cluster 8
7199,Xele.ptg000026l.38,NA,XP_010925601.1putative WAS protein family homolog 3,NA,NA,NA,Cluster 5
7200,Xele.ptg000026l.41,VIT_10s0003g01530,XP_008785038.2SAP-like protein BP-73 isoform X6,NA,NA,NA,Cluster 3
7201,Xele.ptg000026l.42,LOC105047495,XP_039123205.1uncharacterized protein LOC120259824,NA,NA,NA,Cluster 7
7202,Xele.ptg000026l.47,PER49,NA,Peroxidase 52,"GO:0004601,GO:0005515,GO:1901430,GO:0071456,GO:0005576,GO:0010089","peroxidase activity,protein binding,positive regulation of syringal lignin biosynthetic process,cellular response to hypoxia,extracellular region,xylem development",Cluster 2
7203,Xele.ptg000026l.48,pod,NA,Peroxidase 52,"GO:1901430,GO:0005576,GO:0020037,GO:0042744,GO:0140825,GO:0006979,GO:0005515,GO:0046872,GO:0098869,GO:0071456,GO:0010089","positive regulation of syringal lignin biosynthetic process,extracellular region,heme binding,hydrogen peroxide catabolic process,lactoperoxidase activity,response to oxidative stress,protein binding,metal ion binding,cellular oxidant detoxification,cellular response to hypoxia,xylem development",Cluster 2
7204,Xele.ptg000026l.49,CIPK20,NA,CBL-interacting serine/threonine-protein kinase 12,"GO:0005737,GO:0004674,GO:0005524,GO:0019900,GO:0106310,GO:0006979,GO:0009408,GO:0009409,GO:0009414,GO:0009737,GO:0009749,GO:0010540,GO:0016310,GO:0035556,GO:0042538,GO:0051592","cytoplasm,protein serine/threonine kinase activity,ATP binding,kinase binding,protein serine kinase activity,response to oxidative stress,response to heat,response to cold,response to water deprivation,response to abscisic acid,response to glucose,basipetal auxin transport,phosphorylation,intracellular signal transduction,hyperosmotic salinity response,response to calcium ion",Cluster 1
7205,Xele.ptg000026l.50,TGA5,NA,Protein DOG1-like 3,"GO:0098542,GO:0003677,GO:0042802,GO:0009738,GO:0010182,GO:0006355,GO:0048523,GO:2000033,GO:0005622""","defense response to other organism,DNA binding,identical protein binding,abscisic acid-activated signaling pathway,sugar mediated signaling pathway,regulation of DNA-templated transcription,negative regulation of cellular process,regulation of seed dormancy process,intracellular anatomical structure",Cluster 1
7206,Xele.ptg000026l.55,P81898,P81898.2RecName,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A,GO:0016787,hydrolase activity,Cluster 2
7207,Xele.ptg000026l.58,PPC,NA,Phosphoenolpyruvate carboxylase 2,"GO:0005829,GO:0005515,GO:0008964,GO:0006099,GO:0009915,GO:0048366,GO:0051262","cytosol,protein binding,phosphoenolpyruvate carboxylase activity,tricarboxylic acid cycle,phloem sucrose loading,leaf development,protein tetramerization",Cluster 8
7208,Xele.ptg000026l.59,NA,XP_020099024.1uncharacterized protein LOC109717587,NA,NA,NA,Cluster 2
7209,Xele.ptg000026l.60,LOC104611600,XP_008812072.2uncharacterized protein LOC103723056,NA,GO:0044255,cellular lipid metabolic process,Cluster 8
7210,Xele.ptg000026l.61,Q41418,NA,14-3-3-like protein D,"GO:0005737,GO:0051117,GO:0007165""","cytoplasm,ATPase binding,signal transduction",Cluster 8
7211,Xele.ptg000026l.65,NRP-B,NA,DCD domain-containing protein NRP-B,"GO:0005515,GO:0009414,GO:0034976,GO:1904350""","protein binding,response to water deprivation,response to endoplasmic reticulum stress,regulation of protein catabolic process in the vacuole",Cluster 3
7212,Xele.ptg000026l.66,At3g28850,Q9FLE8.1RecName,Uncharacterized protein At5g39865,NA,NA,Cluster 11
7213,Xele.ptg000026l.67,IQD28,NA,Protein IQ-DOMAIN 21,"GO:0005635,GO:0005730,GO:0005737,GO:0005819,GO:0005874,GO:0005875,GO:0005886,GO:0016604,GO:0005516,GO:0009739,GO:0050794,GO:0051179,GO:0051592,GO:0051716""","nuclear envelope,nucleolus,cytoplasm,spindle,microtubule,microtubule associated complex,plasma membrane,nuclear body,calmodulin binding,response to gibberellin,regulation of cellular process,localization,response to calcium ion,cellular response to stimulus",Cluster 3
7214,Xele.ptg000026l.70,SKIP8,Q93YV9.1RecName,F-box protein SKIP8,NA,NA,Cluster 1
7215,Xele.ptg000026l.75,P83947,NA,Probable pectinesterase/pectinesterase inhibitor 34,"GO:0005737,GO:0005886,GO:0003729,GO:0004857,GO:0005515,GO:0030599,GO:0045330,GO:0009624,GO:0010043,GO:0010119,GO:0010187,GO:0010468,GO:0042545,GO:0045490,GO:0050829,GO:0050832,GO:0051510,GO:0080147","cytoplasm,plasma membrane,mRNA binding,enzyme inhibitor activity,protein binding,pectinesterase activity,aspartyl esterase activity,response to nematode,response to zinc ion,regulation of stomatal movement,negative regulation of seed germination,regulation of gene expression,cell wall modification,pectin catabolic process,defense response to Gram-negative bacterium,defense response to fungus,regulation of unidimensional cell growth,root hair cell development",Cluster 2
7216,Xele.ptg000026l.76,TIM44-1,NA,Mitochondrial import inner membrane translocase subunit TIM44-2,"GO:0005744,GO:0015462,GO:0006626","TIM23 mitochondrial import inner membrane translocase complex,ABC-type protein transporter activity,protein targeting to mitochondrion",Cluster 7
7217,Xele.ptg000026l.79,LOC103709519,XP_020098977.1uncharacterized protein LOC109717544,NA,NA,NA,Cluster 7
7218,Xele.ptg000026l.82,OsI_36121,NA,DNA replication licensing factor MCM6,"GO:0000347,GO:0000785,GO:0005737,GO:0042555,GO:0003697,GO:0005515,GO:0005524,GO:0016887,GO:0046872,GO:1990518,GO:0000727,GO:0006268,GO:0006270,GO:0007276,GO:0009555,GO:0022412,GO:0090329,GO:0140013,GO:1902969","THO complex,chromatin,cytoplasm,MCM complex,single-stranded DNA binding,protein binding,ATP binding,ATP hydrolysis activity,metal ion binding,single-stranded 3'-5' DNA helicase activity,double-strand break repair via break-induced replication,DNA unwinding involved in DNA replication,DNA replication initiation,gamete generation,pollen development,cellular process involved in reproduction in multicellular organism,regulation of DNA-templated DNA replication,meiotic nuclear division,mitotic DNA replication",Cluster 8
7219,Xele.ptg000026l.84,RPS20,NA,"30S ribosomal protein S20, chloroplastic","GO:0009507,GO:0015935,GO:0070181""","chloroplast,small ribosomal subunit,small ribosomal subunit rRNA binding",Cluster 2
7220,Xele.ptg000026l.85,UBC9,NA,Putative ubiquitin-conjugating enzyme E2 38,"GO:0000166,GO:0055062,GO:0061631,GO:2000185,GO:0048316,GO:0016036,GO:0032446,GO:0019899","nucleotide binding,phosphate ion homeostasis,ubiquitin conjugating enzyme activity,regulation of phosphate transmembrane transport,seed development,cellular response to phosphate starvation,protein modification by small protein conjugation,enzyme binding",Cluster 2
7221,Xele.ptg000026l.87,LOC105040875,XP_010917905.1uncharacterized protein LOC105042407,NA,NA,NA,Cluster 1
7222,Xele.ptg000026l.90,PBL17,NA,Probable serine/threonine-protein kinase PBL3,"GO:1901141,GO:0080141,GO:0080142,GO:1902458,GO:0046777,GO:0009620,GO:0004674,GO:0002221,GO:0005886,GO:1900426,GO:0030957,GO:0031663","regulation of lignin biosynthetic process,regulation of jasmonic acid biosynthetic process,regulation of salicylic acid biosynthetic process,positive regulation of stomatal opening,protein autophosphorylation,response to fungus,protein serine/threonine kinase activity,pattern recognition receptor signaling pathway,plasma membrane,positive regulation of defense response to bacterium,Tat protein binding,lipopolysaccharide-mediated signaling pathway",Cluster 8
